# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	5126
#@/user_id	be5fbefd-d5d5-4cd5-a314-d2941824e53b
kan qu 	看去	c=0 d=0.1 t=1670
kan yi kan 	看一看	c=1 d=1 t=4825
kan yi xia 	看一下	c=4 d=1.16074 t=4926
kan yi yan 	看一眼	c=1 d=1 t=2440
kan zhe 	看着	c=1 d=1 t=1314
kang de 	康德	c=1 d=1 t=4233
kao bei 	拷貝	c=2 d=0.728154 t=4465
kao le 	考了	c=0 d=0.1 t=3244
kao le zhe ge 	考了這個	c=1 d=1 t=3245
kao lv 	考慮	c=1 d=1 t=579
kao lv dao 	考慮到	c=0 d=0.1 t=1832
kao lv dao xian zai 	考慮到現在	c=1 d=1 t=1833
kao shi 	考試	c=5 d=2.08307 t=4121
kao wan 	考完	c=1 d=1 t=3239
ke 	可	c=5 d=1.87158 t=3394
ke 	課	c=2 d=1.04159 t=4059
ke ai 	可愛	c=0 d=0.1 t=109
ke ai nie 	可愛捏	c=1 d=1 t=110
ke ben 	課本	c=1 d=1 t=451
ke biao 	課表	c=0 d=0.1 t=1420
ke biao le 	課表了	c=1 d=1 t=1421
ke bu neng 	可不能	c=1 d=1 t=3263
ke guan 	客觀	c=0 d=0.1 t=3350
ke guan ce 	客觀測	c=1 d=1 t=3351
ke le 	可樂	c=1 d=1 t=4220
ke lian 	可憐	c=1 d=1 t=144
ke neng 	可能	c=9 d=1.00001 t=4689
ke neng jiu shi 	可能就是	c=1 d=1 t=937
ke neng shi 	可能是	c=3 d=1.00014 t=3876
ke neng yao 	可能要	c=0 d=0.1 t=1417
ke neng yao chu li 	可能要處理	c=1 d=1 t=2060
ke shi 	可是	c=0 d=0.1 t=1068
ke shi hai you hen duo dong xi 	可是還有很多東西	c=1 d=1 t=1069
ke tang 	課堂	c=1 d=1 t=3672
ke xing xing 	可行性	c=1 d=1 t=1227
ke xue 	科學	c=0 d=0.1 t=204
ke yan 	科研	c=1 d=0.1 t=4004
ke ye 	課業	c=2 d=1.92774 t=298
ke yi 	可以	c=23 d=1.73405 t=4997
ke yi cong 	可以從	c=1 d=1 t=1653
ke yi dao chu 	可以導出	c=1 d=1 t=3773
ke yi de 	可以的	c=0 d=0.1 t=1393
ke yi fen jie cheng 	可以分解成	c=1 d=1 t=1588
ke yi gai yi xia 	可以改一下	c=1 d=1.09501 t=1854
ke yi gai yi xia mi ma 	可以改一下密碼	c=2 d=1.99005 t=1857
ke yi he 	可以和	c=1 d=1 t=2845
ke yi kan kan 	可以看看	c=1 d=1 t=1639
ke yi ke yi 	可以可以	c=1 d=1 t=2856
ke yi ma 	可以嘛	c=1 d=1 t=1244
ke yi sheng cheng 	可以生成	c=1 d=1 t=1367
ke yi xuan 	可以選	c=1 d=1 t=1272
ke yi yong 	可以用	c=1 d=1 t=3544
ke yi zhao ge 	可以找個	c=1 d=1 t=54
ke yi zuo dao 	可以做到	c=1 d=1 t=4831
ke zao zhi cai 	可造之材	c=1 d=1 t=4654
ken ding 	肯定	c=0 d=0.1 t=853
ken ding bu neng a 	肯定不能啊	c=1 d=1 t=854
ken ding yao 	肯定要	c=0 d=0.1 t=854
kong hua 	空話	c=1 d=1 t=236
kong zhi 	控制	c=1 d=1 t=2611
kou 	口	c=2 d=1.97531 t=1282
ku 	庫	c=1 d=0.199893 t=3771
kua 	誇	c=3 d=1 t=5048
kuai 	塊	c=1 d=1 t=3965
kuai 	快	c=1 d=1 t=1570
kuai de 	快的	c=0 d=0.1 t=4105
kuai de hen 	快的很	c=1 d=1 t=4106
kuai dian 	快點	c=1 d=1 t=4710
kuai le de 	快樂的	c=1 d=1 t=2340
kuai su 	快速	c=1 d=1 t=2505
kuang jia 	框架	c=0 d=0.115724 t=750
kuang jia ne 	框架呢	c=1 d=1 t=751
la kai 	拉開	c=1 d=1 t=464
lai 	來	c=11 d=2.15705 t=4857
lai de 	來的	c=1 d=1 t=3880
lai de ji 	來得及	c=0 d=0.12019 t=350
lai ge 	來個	c=1 d=1 t=2428
lai kan 	來看	c=1 d=1 t=4462
lai kan yi xia 	來看一下	c=1 d=1 t=4423
lai le 	來了	c=1 d=1.00022 t=1391
lai nong 	來弄	c=1 d=1 t=60
lai suan suan 	來算算	c=1 d=1 t=2906
lai wen wo 	來問我	c=1 d=1 t=1310
lai zhao ni 	來找你	c=0 d=0.1 t=2824
lai zhao ni he 	來找你喝	c=1 d=1 t=2825
lai zhe 	來這	c=1 d=1 t=1381
lai zi 	來自	c=1 d=1 t=1746
lao shi 	老師	c=7 d=1.00089 t=4351
le 	了	c=66 d=2.11338 t=5118
le 	叻	c=5 d=1.35886 t=3662
le a 	了啊	c=1 d=1 t=2755
le ba 	了吧	c=2 d=1.05234 t=1460
lei 	類	c=1 d=1 t=1538
li 	力	c=1 d=1 t=3572
li 	裏	c=12 d=1.02518 t=5000
li de 	裏的	c=1 d=1 t=892
li ge 	立個	c=1 d=1 t=4590
li jie 	理解	c=0 d=0.1 t=1960
li ke 	立刻	c=1 d=1 t=4449
li lun 	理論	c=0 d=0.1 t=451
li lun shang 	理論上	c=1 d=0.728135 t=4584
li mian 	裏面	c=4 d=1.00496 t=4392
li mian de 	裏面的	c=1 d=1 t=4743
li mian fa 	裏面發	c=1 d=1 t=571
li mian le 	裏面了	c=2 d=1 t=5112
li mian qu 	裏面去	c=1 d=1 t=4878
li qiu 	力求	c=1 d=1 t=303
li shi 	歷史	c=1 d=1 t=5052
li shu 	隸屬	c=1 d=1 t=202
li ying 	理應	c=2 d=1.92774 t=4319
li yong 	利用	c=1 d=1 t=408
li zi 	例子	c=1 d=1 t=2211
li zuo 	裏做	c=1 d=1 t=4409
lian he 	聯合	c=1 d=1 t=951
lian jie 	鏈接	c=0 d=0.1 t=4381
lian tong 	連通	c=0 d=0.1 t=1621
lian xi 	聯繫	c=1 d=0.985278 t=310
lian xi zu zhi 	聯繫組織	c=1 d=1 t=250
liang 	兩	c=1 d=1 t=794
liang bai 	兩百	c=0 d=0.1 t=266
liang bai zi 	兩百字	c=1 d=1 t=267
liang bu 	兩步	c=0 d=0.1 t=800
liang fang mian 	兩方面	c=1 d=1 t=273
liang fen zhong 	兩分鐘	c=1 d=1 t=4529
liang ge 	兩個	c=1 d=1 t=2923
liang ge xiao shi 	兩個小時	c=1 d=1 t=896
liang hao 	良好	c=1 d=1 t=3633
liang zhou 	兩週	c=1 d=1 t=1469
liao 	聊	c=2 d=1.00112 t=1410
liao jie 	瞭解	c=3 d=2.70811 t=337
liao yi xia 	聊一下	c=4 d=1 t=3705
lie ning 	列寧	c=1 d=1 t=1425
lie nong 	列農	c=2 d=1.99005 t=1430
ling you 	另有	c=0 d=0.1 t=444
ling you an pai 	另有安排	c=1 d=1 t=445
ling yu 	領域	c=0 d=0.1 t=324
liu cheng 	流程	c=1 d=1 t=656
liu kuai 	六塊	c=1 d=1 t=2909
liu liang 	流量	c=0 d=0.10728 t=2240
liu liang le 	流量了	c=1 d=1 t=2241
liu xue 	留學	c=2 d=1.61878 t=309
lou 	樓	c=3 d=2.97516 t=1388
lou le 	漏了	c=0 d=0.1 t=3777
lu 	嚕	c=1 d=1 t=1146
lu 	路	c=1 d=1 t=3317
lu 	陸	c=1 d=1 t=3318
lu 	露	c=0 d=0.1 t=712
lu jing 	路徑	c=2 d=1 t=4314
lu lu lu 	嚕嚕嚕	c=1 d=1 t=3807
lu xian 	路線	c=0 d=0.1 t=521
lun 	輪	c=2 d=0.122838 t=3888
lun wen 	論文	c=1 d=1 t=1701
luo ji 	邏輯	c=1 d=1.05994 t=1007
luo ji jiu shi 	邏輯就是	c=1 d=1 t=667
luo ji neng li 	邏輯能力	c=1 d=1 t=1008
luo ji tui li 	邏輯推理	c=1 d=1 t=989
lv 	率	c=0 d=0.1 t=537
ma 	嗎	c=28 d=3.03141 t=4526
ma 	嘛	c=7 d=1.00131 t=4984
ma le 	麻了	c=3 d=1.00273 t=4332
ma shang 	馬上	c=0 d=0.1 t=482
ma shu 	麻糬	c=1 d=1 t=2557
mai 	買	c=1 d=1 t=1298
mai dong xi 	買東西	c=0 d=0.1 t=9
mai dong xi chi le 	買東西喫了	c=1 d=1 t=10
man 	慢	c=0 d=0.1 t=2333
man duo 	蠻多	c=1 d=1 t=4224
mang 	忙	c=1 d=0.102355 t=1247
mang bu guo lai 	忙不過來	c=1 d=1 t=50
mang cai 	盲猜	c=2 d=1.99501 t=1795
mang wang le 	忙忘了	c=1 d=1 t=1248
mao 	貓	c=2 d=1.07172 t=707
mao mao 	貓貓	c=43 d=8.76608 t=5099
mao mao shuo 	貓貓說	c=2 d=1.96561 t=3161
mao mao zai 	貓貓在	c=1 d=1 t=2554
mei 	每	c=1 d=1 t=3987
mei 	沒	c=5 d=1.8712 t=4630
mei chuo 	沒戳	c=1 d=1 t=2546
mei ci 	每次	c=4 d=1.0006 t=5120
mei cuo 	沒錯	c=3 d=1.0003 t=3202
mei de shuo 	沒得說	c=1 d=1 t=3096
mei fa 	沒法	c=2 d=1.0115 t=1909
mei ge 	每個	c=3 d=1.39137 t=3105
mei ge ren 	每個人	c=1 d=1 t=1031
mei guo 	沒過	c=0 d=0.1 t=4400
mei guo 	美國	c=1 d=1 t=2612
mei guo de 	沒過的	c=1 d=1 t=4401
mei ji ge xiao shi 	沒幾個小時	c=1 d=1 t=2600
mei ka 	沒卡	c=3 d=1 t=4722
mei kan 	沒看	c=0 d=0.1 t=4684
mei kan chu 	沒看出	c=1 d=1 t=4685
mei kan dao 	沒看到	c=1 d=1 t=8
mei le 	沒了	c=3 d=1.91393 t=4327
mei li 	美麗	c=2 d=1.00003 t=3849
mei liu liang le 	沒流量了	c=1 d=1 t=1717
mei mei 	妹妹	c=4 d=3.39573 t=4125
mei qi 	每期	c=1 d=1 t=106
mei ren 	沒人	c=1 d=1 t=5047
mei ri 	每日	c=2 d=1.04807 t=4174
mei sha 	沒啥	c=1 d=1.00031 t=3822
mei sha qu bie 	沒啥區別	c=1 d=1 t=2670
mei she 	美社	c=1 d=1 t=1400
mei shen dao 	沒申到	c=1 d=1 t=1764
mei shen me 	沒什麼	c=2 d=1.15659 t=1006
mei shi 	沒事	c=2 d=1.00001 t=3783
mei shi er 	沒事兒	c=1 d=1 t=3639
mei shi le 	沒事了	c=1 d=1 t=3328
mei shi mei shi 	沒事沒事	c=6 d=1.27426 t=2349
mei ti zi 	沒梯子	c=1 d=1 t=1911
mei wei 	美味	c=0 d=0.1 t=718
mei wen ti 	沒問題	c=3 d=1.84074 t=3266
mei yi 	每一	c=0 d=0.146301 t=4042
mei yi lun 	每一輪	c=1 d=1 t=3889
mei yi men ke 	每一門課	c=1 d=1 t=4043
mei you 	沒有	c=25 d=2.89184 t=5082
mei you lai de ji 	沒有來得及	c=1 d=1 t=351
mei you na me duo 	沒有那麼多	c=1 d=1 t=1270
mei you shen me 	沒有什麼	c=1 d=1 t=3350
mei zhou 	每週	c=0 d=0.1 t=546
mei zhou si 	每週四	c=1 d=1 t=547
men ke 	門課	c=0 d=0.1 t=4042
meng li 	夢裏	c=1 d=1 t=1085
meng xiang 	夢想	c=1 d=1 t=3762
meng zhou 	夢舟	c=2 d=1.956 t=1443
mi ma 	密碼	c=2 d=2.09903 t=1872
miao miao 	妙妙	c=0 d=0.1 t=2646
min jie 	敏捷	c=1 d=1 t=4240
ming ling 	命令	c=3 d=2.17152 t=2783
ming ling bu hui 	命令不會	c=1 d=1 t=2738
ming que 	明確	c=2 d=1.97045 t=519
ming tian 	明天	c=5 d=1.16479 t=3638
mo gai 	魔改	c=1 d=1 t=2663
mo kuai 	模塊	c=0 d=0.1 t=3380
mo kuai de she ji 	模塊的設計	c=1 d=1 t=3381
mo xing 	模型	c=15 d=1.10618 t=4622
mo xing ju you 	模型具有	c=1 d=1 t=377
mo xing tui li 	模型推理	c=1 d=1 t=1239
mo xing xun lian 	模型訓練	c=1 d=1 t=1238
mu biao shi 	目標是	c=1 d=1 t=2983
mu lu 	目錄	c=3 d=1.08586 t=4851
mu qian 	目前	c=3 d=1.25158 t=3906
mu qian shi 	目前是	c=1 d=1 t=1199
mu qian wo zai 	目前我在	c=1 d=1 t=210
mu qian zai 	目前在	c=1 d=1 t=239
na 	哪	c=6 d=1.39087 t=4509
na 	拿	c=0 d=0.1 t=3417
na 	那	c=13 d=0.1176 t=4885
na bian 	那邊	c=1 d=1 t=439
na dao 	拿到	c=1 d=1 t=1263
na ge 	哪個	c=4 d=1.53424 t=4468
na ge 	那個	c=14 d=1.06758 t=4752
na hao ba 	那好吧	c=1 d=1 t=1514
na he 	那和	c=1 d=1 t=706
na jiu 	那就	c=3 d=1.35963 t=3825
na ke yi 	那可以	c=1 d=1 t=601
na li 	哪裏	c=1 d=1 t=3846
na li mian 	那裏面	c=1 d=1 t=573
na me duo 	那麼多	c=0 d=0.1 t=1269
na ni 	那你	c=2 d=1.00001 t=4087
na ni men 	那你們	c=1 d=1 t=1519
na qu 	拿去	c=1 d=1 t=2886
na shi 	那是	c=1 d=1 t=2775
na tai 	那臺	c=1 d=1 t=4779
na wei sha 	那爲啥	c=1 d=1 t=4886
na wo 	拿我	c=1 d=1 t=540
na wo 	那我	c=4 d=1.88137 t=2424
na wo ke neng 	那我可能	c=1 d=1 t=1402
na wo lai 	那我來	c=1 d=1 t=2230
na wo men 	那我們	c=1 d=1 t=2725
na wo ye shi 	哪我也是	c=1 d=1 t=4075
na wo zai 	那我在	c=1 d=1 t=2713
na xie 	那些	c=1 d=1 t=461
na yang 	那樣	c=1 d=1 t=4381
na yang de 	那樣的	c=1 d=1 t=2703
na yao bu 	那要不	c=2 d=1 t=3232
na ye 	那也	c=0 d=0.1 t=4243
na ye bu shi 	那也不是	c=1 d=1 t=4244
na yi hui er 	那一會兒	c=1 d=1 t=1455
na yi xie 	拿一些	c=1 d=1 t=3418
na zhong 	那種	c=4 d=1.00263 t=4253
nai cha 	奶茶	c=1 d=1 t=2559
nai lao 	奶酪	c=2 d=1.97531 t=714
nan 	難	c=0 d=0.1 t=639
nan beng 	難泵	c=2 d=1.48432 t=4344
nan dao 	難道	c=0 d=0.1 t=1805
nan dao bu shi 	難道不是	c=1 d=1 t=1806
nan de 	難的	c=1 d=1 t=5022
nan gao 	難搞	c=0 d=0.1 t=809
nan jing 	南京	c=1 d=1 t=1187
nan yang 	南洋	c=1 d=1 t=4269
ne 	呢	c=7 d=1.36954 t=5067
ne you bu neng 	呢又不能	c=1 d=1 t=721
nei 	內	c=1 d=1.00309 t=1235
nei bu 	內部	c=0 d=0.1 t=956
nei bu gong xiang 	內部共享	c=1 d=1 t=957
nei cun 	內存	c=2 d=1.00997 t=3631
nei cun xie lu 	內存泄露	c=1 d=1 t=2721
nei ji 	內積	c=1 d=1 t=2922
neng 	能	c=5 d=1.05176 t=3786
neng bang wo 	能幫我	c=1 d=1.07045 t=83
neng bei 	能被	c=1 d=1 t=2769
neng bu neng 	能不能	c=6 d=1.75921 t=2938
neng bu neng gei wo yi ge 	能不能給我一個	c=1 d=1 t=2618
neng fou 	能否	c=1 d=1 t=2893
neng fou kan kan 	能否看看	c=1 d=1 t=125
neng kan chu 	能看出	c=1 d=1 t=3117
neng li 	能力	c=5 d=1 t=3508
neng li yao qiu 	能力要求	c=1 d=1 t=517
neng ti gao 	能提高	c=1 d=1 t=2148
ni 	你	c=10 d=1.06841 t=4833
ni 	泥	c=2 d=1.99005 t=2541
ni che diao 	你撤掉	c=1 d=1 t=1552
ni de 	你的	c=4 d=1.27793 t=5123
ni de wen ti 	你的問題	c=1 d=1 t=4463
ni dei 	你得	c=2 d=1.00011 t=2300
ni fu zhi de 	你複製的	c=1 d=1 t=4311
ni hai 	你還	c=1 d=1 t=4123
ni hui 	你會	c=0 d=0.1 t=115
ni hui xie 	你會寫	c=1 d=1 t=116
ni ji de 	你記得	c=1 d=1 t=4757
ni jiao 	你叫	c=2 d=1.98511 t=4084
ni jue de 	你覺得	c=1 d=1 t=440
ni kan yi xia 	你看一下	c=1 d=1 t=2443
ni kao bei 	你拷貝	c=2 d=1.80252 t=4510
ni ke yi 	你可以	c=1 d=1 t=3746
ni men 	你們	c=4 d=0.271303 t=4670
ni men de 	你們的	c=1 d=1 t=1842
ni men shi 	你們是	c=0 d=0.1 t=1535
ni men zai 	你們再	c=1 d=1 t=4604
ni neng 	你能	c=0 d=0.103271 t=4301
ni neng bang wo 	你能幫我	c=3 d=1.79535 t=274
ni neng bu neng 	你能不能	c=1 d=1 t=1718
ni neng deng lu 	你能登錄	c=1 d=1 t=4302
ni neng deng shang 	你能登上	c=1 d=1 t=3618
ni neng gei wo 	你能給我	c=1 d=1 t=752
ni qu 	你去	c=2 d=1.00062 t=2358
ni shi 	你是	c=3 d=1.0243 t=3686
ni shi bu shi 	你是不是	c=1 d=1 t=38
ni shi zhen de 	你是真的	c=1 d=1 t=970
ni shuo 	你說	c=0 d=0.1 t=4385
ni shuo de 	你說的	c=1 d=1.02312 t=4680
ni shuo de dui 	你說的對	c=1 d=1 t=4681
ni shuo na ge 	你說那個	c=1 d=1 t=4386
ni tian 	逆天	c=1 d=1 t=964
ni xia yi ci 	你下一次	c=1 d=1 t=1863
ni xian 	你先	c=1 d=1 t=3982
ni yao 	你要	c=0 d=0.1 t=486
ni yao bu yao 	你要不要	c=1 d=1 t=487
ni yao shi 	你要是	c=2 d=0.503971 t=3299
ni yao shi you 	你要是有	c=1 d=1 t=3300
ni ye 	你也	c=1 d=1 t=4053
ni yi jing 	你已經	c=1 d=0.1 t=4681
ni yi jing zai le 	你已經在了	c=1 d=1 t=4682
ni you 	你有	c=2 d=1.00001 t=2813
ni you mei you 	你有沒有	c=2 d=1.00598 t=4301
ni you shen me 	你有什麼	c=1 d=1 t=1548
ni zai 	你在	c=2 d=1.00013 t=4504
ni zai na 	你在哪	c=1 d=1.09753 t=2299
ni zai na a 	你在哪啊	c=1 d=1 t=2295
ni zen me 	你怎麼	c=2 d=1.01813 t=4852
ni zhe ge 	你這個	c=1 d=1 t=3863
ni zhe me 	你這麼	c=1 d=1 t=1568
ni zhe shi 	你這是	c=2 d=1.00764 t=4227
ni zhi 	你只	c=0 d=0.1 t=2508
ni zhi jie 	你直接	c=0 d=0.1 t=2604
ni zhi jie yong wo de 	你直接用我的	c=1 d=1 t=2605
ni zhi jie zai 	你只接在	c=1 d=1 t=2509
nie 	捏	c=0 d=0.1 t=109
niu 	牛	c=1 d=1 t=2857
nong 	弄	c=1 d=1.00725 t=2417
nong cheng 	弄成	c=2 d=1.00312 t=3371
nong guo 	弄過	c=1 d=1 t=2421
nong hao 	弄好	c=2 d=1 t=3691
nong wan 	弄完	c=1 d=1 t=4420
nong yi xia 	弄一下	c=2 d=1.00011 t=2425
nv de 	女的	c=1 d=1 t=884
nv tong xue 	女同學	c=1 d=1 t=3851
nve dai 	虐待	c=0 d=0.1 t=170
o 	哦	c=1 d=1 t=3326
o 	噢	c=1 d=1 t=3777
ou er 	偶爾	c=2 d=1.00007 t=3871
pa da 	啪噠	c=0 d=0.1 t=690
pa da pa da 	啪噠啪噠	c=9 d=1.00007 t=4573
pa shan 	爬山	c=1 d=1 t=4295
pai 	拍	c=1 d=1.00898 t=2778
pai ge zhao pian 	拍個照片	c=1 d=1 t=2297
pai xu 	排序	c=0 d=0.1 t=2112
pai zi 	拍子	c=1 d=1 t=1883
pan duan 	判斷	c=3 d=1.00291 t=4766
pang ting 	旁聽	c=1 d=1 t=553
pao 	跑	c=5 d=0.105173 t=5011
pao bu 	跑步	c=0 d=0.1 t=4555
pao bu le 	跑步了	c=1 d=1 t=4556
pao chu lai 	跑出來	c=1 d=0.1 t=5058
pao chu lai le 	跑出來了	c=1 d=1 t=5059
pao de 	跑得	c=1 d=1 t=4434
pao le 	跑了	c=2 d=1.00341 t=2262
pao tong 	跑通	c=1 d=1 t=1727
pao yi bian 	跑一遍	c=1 d=1 t=3275
pao yi hui er 	跑一會兒	c=1 d=1 t=5012
pei 	配	c=3 d=1.00088 t=3646
pei bi 	配比	c=1 d=1 t=3033
pei hao 	培昊	c=3 d=1.00556 t=3643
pei zhi 	配置	c=1 d=1 t=3580
pei zhi de 	配置的	c=1 d=1 t=577
pei zhi xia 	配置下	c=1 d=1 t=482
peng le 	碰了	c=1 d=1 t=945
pi juan 	疲倦	c=1 d=1 t=2321
pi ping 	批評	c=1 d=1.09851 t=227
pi ping yu 	批評與	c=1 d=1 t=225
pin chang 	品嚐	c=1 d=1 t=725
pin qi lai 	拼起來	c=1 d=1 t=2644
ping bi 	屏蔽	c=0 d=0.1 t=687
ping jing 	瓶頸	c=1 d=1 t=4287
po an 	破案	c=1 d=1 t=2754
pu ji 	普及	c=1 d=1 t=2583
pu lu 	噗嚕	c=1 d=1 t=188
pu tong de 	普通的	c=1 d=1 t=2776
qi dian 	七點	c=1 d=1 t=560
qi dong 	啓動	c=2 d=0.198953 t=3991
qi dong jiao ben 	啓動腳本	c=1 d=1 t=1648
qi fen 	氣氛	c=0 d=0.1 t=4274
qi fen you xie 	氣氛有些	c=1 d=1 t=4275
qi guai 	奇怪	c=0 d=0.10688 t=2653
qi guai de 	奇怪的	c=0 d=0.1 t=3896
qi guai de di fang 	奇怪的地方	c=1 d=1 t=3897
qi guai le 	奇怪了	c=0 d=0.1 t=2933
qi lai 	起來	c=1 d=1 t=2323
qi lai le 	起來了	c=0 d=0.100001 t=4148
qi mo 	期末	c=0 d=0.1 t=3247
qi mo le 	期末了	c=1 d=1 t=3248
qi qi 	奇奇	c=0 d=0.1 t=2646
qi qi miao miao 	奇奇妙妙	c=1 d=1 t=2647
qi shi 	其實	c=3 d=1 t=4223
qi ta 	其他	c=3 d=0.1 t=4384
qi ta bu fen 	其他部分	c=1 d=1 t=1634
qi ta dong xi 	其他東西	c=1 d=1 t=4385
qi zhong 	其中	c=2 d=1.00966 t=1591
qi zhong 	期中	c=1 d=1 t=4120
qian 	前	c=1 d=1 t=4944
qian dao 	簽到	c=0 d=0.1 t=4160
qian dao le 	簽到了	c=1 d=1 t=4161
qian ji ci 	前幾次	c=1 d=1 t=280
qian mian 	前面	c=2 d=1.00001 t=4441
qian wang 	前往	c=1 d=1 t=1213
qian xie yi 	籤協議	c=1 d=1 t=956
qian yi 	遷移	c=1 d=1 t=3337
qiang 	強	c=1 d=1.09704 t=4046
qiang zhi 	強制	c=0 d=0.1 t=4932
qiang zhi guan ji 	強制關機	c=3 d=2.92654 t=4943
qiao de 	巧的	c=1 d=1 t=2348
qiao le 	巧了	c=0 d=0.1 t=4037
qiao miao 	巧妙	c=0 d=0.1 t=1702
qiao miao le 	巧妙了	c=1 d=1 t=1703
qie huan 	切換	c=1 d=1 t=807
qin qing 	親情	c=1 d=1 t=1330
qin zi han 	秦子瀚	c=1 d=1 t=1672
qing 	清	c=1 d=1 t=1879
qing 	請	c=0 d=0.1 t=1877
qing kuang 	情況	c=2 d=1 t=4615
qing kuang shi 	情況是	c=1 d=1 t=238
qing kuang xia 	情況下	c=1 d=1 t=2864
qing ni 	請你	c=1 d=1.1 t=91
qing ni bang wo 	請你幫我	c=1 d=1 t=92
qing xi 	清晰	c=0 d=0.1 t=523
qing xing 	情形	c=1 d=1 t=669
qing yi xia 	請一下	c=1 d=1 t=1878
qing zhu 	慶祝	c=1 d=1 t=5015
qiu chu 	求出	c=0 d=0.1 t=168
qiu chu lai le 	求出來了	c=1 d=1 t=169
qiu jie 	求解	c=1 d=1 t=159
qu 	去	c=6 d=1.18544 t=5011
qu 	取	c=4 d=1.30175 t=3737
qu bie 	區別	c=1 d=1.04958 t=3364
qu bie le 	區別了	c=1 d=1 t=3365
qu bu qu 	去不去	c=1 d=1 t=4855
qu fen 	區分	c=1 d=1 t=4394
qu gen ju 	去根據	c=1 d=1 t=392
qu le 	去了	c=3 d=0.180062 t=4349
qu na 	去那	c=1 d=1 t=1490
qu zhao 	去找	c=0 d=0.1 t=1316
qu zuo 	去做	c=2 d=1.96561 t=371
quan 	全	c=1 d=1 t=2581
quan 	權	c=0 d=0.1 t=1586
quan liang 	全量	c=1 d=1 t=3004
quan shi 	全是	c=1 d=1 t=4628
quan ti 	全體	c=1 d=1 t=3021
quan zhong 	權重	c=0 d=0.199005 t=2111
que 	卻	c=1 d=1 t=4338
que ding 	確定	c=2 d=1.87372 t=2408
que shi 	確實	c=21 d=1.06653 t=4776
que shi yao 	確實要	c=1 d=1 t=4213
qun 	羣	c=1 d=1 t=69
qun li 	羣裏	c=3 d=0.100057 t=5044
qun li de 	羣裏的	c=1 d=1 t=1659
qun li wen wen 	羣裏問問	c=1 d=1 t=2359
qun nei 	羣內	c=1 d=1 t=3262
ran er 	然而	c=1 d=1 t=3974
ran hou 	然後	c=21 d=1.00131 t=5042
rang 	讓	c=4 d=2.28313 t=3794
rang da jia 	讓大家	c=0 d=0.1 t=1829
rang ta 	讓他	c=3 d=1.5221 t=4709
rang ta men 	讓他們	c=1 d=1 t=545
rang wo 	讓我	c=0 d=0.1 t=735
re 	熱	c=0 d=0.1 t=3991
re qi dong 	熱啓動	c=1 d=1 t=3992
ren 	人	c=0 d=0.1 t=231
ren da 	人大	c=1 d=1 t=3926
ren he 	任何	c=0 d=0.1 t=1108
ren he yi ben shu 	任何一本書	c=1 d=1 t=1109
ren jian 	人間	c=0 d=0.1 t=718
ren jian mei wei 	人間美味	c=1 d=1 t=719
ren lei 	人類	c=2 d=1.9802 t=410
ren min 	人民	c=0 d=0.1 t=1375
ren min shi guan 	人民史觀	c=1 d=1 t=1376
ren shi 	認識	c=0 d=0.1 t=1320
ren shi ma 	認識嗎	c=1 d=1 t=1321
ren wu 	任務	c=5 d=1.22766 t=3731
ren zhen 	認真	c=1 d=1 t=247
ren zhi 	人之	c=0 d=0.1 t=1023
ren zhi wei ren 	人之爲人	c=1 d=1 t=1024
reng ran 	仍然	c=1 d=1 t=2380
ri 	日	c=1 d=1 t=1255
ri qi 	日期	c=0 d=0.1 t=841
ri qi le 	日期了	c=1 d=1 t=842
ri zhi 	日誌	c=1 d=1.07045 t=4959
rong cuo 	容錯	c=0 d=0.1 t=537
rong cuo lv 	容錯率	c=1 d=1 t=538
rong yi 	容易	c=0 d=0.1 t=3558
ru guo 	如果	c=10 d=0.62112 t=4575
ru guo zhe shi zhen de 	如果這是真的	c=1 d=1 t=4576
ru he 	如何	c=6 d=1.11201 t=4947
ru he cha kan 	如何查看	c=1 d=1 t=4942
ru tu 	如圖	c=1 d=1 t=3979
ru you 	如有	c=0 d=0.1 t=303
ru you xu yao 	如有需要	c=1 d=1 t=304
ruan 	軟	c=0 d=0.1 t=4381
ruan lian jie 	軟鏈接	c=1 d=1 t=4382
san bai duo 	三百多	c=0 d=0.1 t=900
san bai duo hang 	三百多行	c=1 d=1 t=901
san bei 	三杯	c=1 d=1 t=4202
san jiao xing 	三角形	c=1 d=1 t=3106
san ka 	散卡	c=1 d=1 t=1554
sha de 	啥的	c=1 d=1 t=565
sha tang 	砂糖	c=1 d=1 t=4262
shan ping 	閃屏	c=1 d=1 t=1154
shan yi 	善意	c=1 d=1 t=3624
shang 	上	c=10 d=1.6718 t=4517
shang ban 	上班	c=0 d=0.1 t=866
shang ban shen 	上半身	c=1 d=1 t=4102
shang de 	上的	c=2 d=1.5886 t=4431
shang de ma 	上的嘛	c=1 d=1 t=1149
shang ge yue 	上個月	c=2 d=1 t=4181
shang jia 	商家	c=1 d=1 t=4982
shang jin dong gu 	傷筋動骨	c=1 d=1 t=4900
shang ke 	上課	c=2 d=1.14604 t=3843
shang le 	上了	c=1 d=1 t=4972
shang mian 	上面	c=1 d=0.144643 t=2695
shang mian shi 	上面是	c=1 d=1 t=2696
shang mian you 	上面有	c=1 d=1 t=1140
shang qu 	上去	c=1 d=1 t=4965
