# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	5126
#@/user_id	be5fbefd-d5d5-4cd5-a314-d2941824e53b
fan zheng zhe shi 	反正這是	c=1 d=1 t=3911
fang dao 	放到	c=1 d=1 t=1983
fang fa 	放法	c=1 d=1 t=1608
fang fa 	方法	c=3 d=0.211918 t=3013
fang fa jiu shi 	方法就是	c=1 d=1 t=3014
fang jin 	放進	c=3 d=1.31037 t=5111
fang jin qu 	放進去	c=2 d=1 t=5126
fang mian 	方面	c=2 d=1 t=4159
fang qi 	放棄	c=1 d=1 t=127
fang wen 	訪問	c=2 d=1.95123 t=1910
fang xiang 	方向	c=0 d=0.1 t=2923
fang xiang bu yi yang 	方向不一樣	c=1 d=1 t=2924
fang zai 	放在	c=1 d=1 t=438
fang zhi 	防止	c=1 d=1 t=4501
fei chang 	非常	c=3 d=0.100018 t=4217
fei chang bu miao 	非常不妙	c=1 d=1 t=4218
fei chang de 	非常的	c=1 d=1 t=4204
fei chang kuai 	非常快	c=1 d=1 t=2870
fei chang shi he 	非常適合	c=1 d=1 t=2490
fei long zai tian 	飛龍在天	c=1 d=1 t=4277
fei ma 	費馬	c=1 d=1 t=3657
fei shi jian 	費時間	c=0 d=0.1 t=4928
fei shi jian le 	費時間了	c=1 d=1 t=4929
fei shu 	飛書	c=2 d=1.01795 t=4525
fen 	分	c=1 d=1 t=4621
fen cheng 	分成	c=1 d=1 t=2908
fen ji ge 	分幾個	c=1 d=1 t=1975
fen jie cheng 	分解成	c=0 d=0.1 t=1587
fen liang bu 	分兩步	c=2 d=1.92774 t=816
fen shu 	分數	c=1 d=1 t=3349
fen wo 	分我	c=1 d=1 t=3733
fen xi 	分析	c=1 d=1 t=83
fen xiang 	分享	c=1 d=1 t=336
fen zhi 	分支	c=1 d=1 t=4514
feng kuang 	瘋狂	c=1 d=0.23332 t=3568
feng kuang tiao can 	瘋狂調參	c=1 d=1 t=3569
feng si 	封死	c=1 d=1 t=635
feng xian 	風險	c=2 d=1 t=3562
fou ze 	否則	c=1 d=1 t=3609
fu 	副	c=0 d=0.1 t=3966
fu hao 	符號	c=3 d=2.91693 t=173
fu he 	符合	c=1 d=1 t=2003
fu le 	服了	c=1 d=0.120143 t=4024
fu ling 	腹靈	c=1 d=1 t=2805
fu wu 	服務	c=1 d=1 t=1309
fu wu qi 	服務器	c=2 d=1.01062 t=3259
fu wu qi shang 	服務器上	c=1 d=1 t=4330
fu xi 	複習	c=3 d=2.47851 t=3236
fu xi le 	複習了	c=1 d=1 t=3237
fu xian 	複線	c=0 d=0.1 t=2935
fu xian bu chu lai 	複線不出來	c=1 d=1 t=2936
fu yi lou 	副一樓	c=1 d=1 t=3967
fu za 	複雜	c=1 d=0.142946 t=1927
fu za qi lai le 	複雜起來了	c=1 d=1 t=1756
fu ze 	負責	c=1 d=1 t=1236
fu zhi 	複製	c=2 d=1.11547 t=4355
gai 	改	c=4 d=1.0011 t=4892
gai 	該	c=2 d=1.54881 t=1819
gai de 	改得	c=0 d=0.1 t=1777
gai guo 	改過	c=0 d=0.1 t=4577
gai guo de 	改過的	c=1 d=1 t=4578
gai le 	改了	c=4 d=1.52468 t=4781
gai lv 	概率	c=1 d=1 t=1955
gai qi lai 	改起來	c=1 d=1 t=4898
gai qu 	該去	c=1 d=1 t=4555
gai yi ci 	改一次	c=1 d=1 t=3989
gai yi xia 	改一下	c=2 d=1.00004 t=4758
gai yi xia mi ma 	改一下密碼	c=1 d=1 t=1860
gan 	幹	c=0 d=0.1 t=700
gan bie de 	幹別的	c=1 d=1.04176 t=3569
gan ga 	尷尬	c=1 d=1 t=4276
gan jing de 	乾淨的	c=1 d=1 t=3063
gan jue 	感覺	c=6 d=0.730042 t=4272
gan jue shi fen jing zhi 	感覺十分精緻	c=1 d=1 t=4273
gan jue zhe ge 	感覺這個	c=1 d=1 t=1603
gan kuai 	趕快	c=0 d=0.1 t=152
gan kuai xie 	趕快寫	c=1 d=1 t=153
gan ma 	幹嘛	c=2 d=1 t=5037
gan sha 	幹啥	c=1 d=1 t=1481
gan ye suan nai 	幹椰酸奶	c=1 d=1 t=701
gang 	剛	c=2 d=0.108687 t=3734
gang chi wan fan 	剛喫完飯	c=1 d=1 t=3735
gang gang 	剛剛	c=6 d=2.9723 t=5085
gang kan le 	剛看了	c=1 d=1 t=2899
gang pao 	剛跑	c=0 d=0.1 t=1738
gang pao de 	剛跑的	c=1 d=1 t=1739
gang xing 	剛醒	c=1 d=1 t=3802
gao 	搞	c=1 d=1 t=1757
gao 	高	c=3 d=0.134913 t=4204
gao de 	搞得	c=0 d=0.1 t=3926
gao du 	高度	c=1 d=1 t=4183
gao guo xiong 	高國雄	c=1 d=1 t=1318
gao ji liang 	高劑量	c=1 d=1 t=4205
gao wan 	搞完	c=1 d=1 t=3146
gao yi 	高一	c=0 d=0.1 t=3309
gao yi deng 	高一等	c=1 d=1 t=3310
gao yi ge 	搞一個	c=0 d=0.1 t=1718
gao zhi liang 	高質量	c=1 d=1 t=3514
ge 	個	c=13 d=2.36171 t=4185
ge nian ji 	各年級	c=1 d=1 t=310
ge ren 	個人	c=0 d=0.1 t=4800
ge ren fan xing 	個人反省	c=1 d=1 t=270
ge shi 	格式	c=1 d=1 t=4620
ge zhong 	各種	c=1 d=1 t=4919
gei 	給	c=4 d=0.213075 t=4787
gei de 	給的	c=1 d=1 t=928
gei ge 	給個	c=1 d=1 t=549
gei ni 	給你	c=1 d=1 t=4667
gei ni jian 	給你建	c=1 d=1 t=1581
gei wo 	給我	c=2 d=0.120276 t=2617
gei wo men 	給我們	c=1 d=1 t=3644
gei yi ge 	給一個	c=1 d=1 t=4788
gei yi ge quan zhong 	給一個權重	c=1 d=1 t=2110
gen 	跟	c=1 d=1 t=4359
gen ben 	根本	c=1 d=1 t=999
gen jin 	跟進	c=0 d=0.1 t=864
gen ju 	根據	c=0 d=0.10293 t=1097
gen ju jie guo 	根據結果	c=1 d=1 t=1098
gen mu lu 	根目錄	c=1 d=1 t=4358
gen ta men 	跟他們	c=1 d=1 t=543
gen wo 	跟我	c=0 d=0.1 t=905
gen wo mei shen me 	跟我沒什麼	c=1 d=1 t=906
gen wo shuo 	跟我說	c=0 d=0.1 t=2746
gen wo shuo le 	跟我說了	c=1 d=1 t=2747
gen xi 	根系	c=1 d=1 t=1170
geng 	更	c=2 d=1.98049 t=1477
geng bu 	更不	c=0 d=0.1 t=2962
geng bu ying gai 	更不應該	c=1 d=1 t=2963
geng hao le 	更好了	c=1 d=1 t=3094
geng ji ji 	更積極	c=1 d=1 t=312
geng jia 	更加	c=1 d=1 t=322
geng kuai 	更快	c=1 d=1 t=2695
geng shao 	更少	c=0 d=0.1 t=2186
geng shao yi xie 	更少一些	c=1 d=1 t=2187
geng xin 	更新	c=3 d=0.430261 t=3624
geng xin cheng le 	更新成了	c=1 d=1 t=3625
geng xin dao 	更新到	c=4 d=1.94649 t=4848
geng xin guo 	更新過	c=1 d=1 t=2883
geng xin xia 	更新下	c=1 d=1 t=489
gong chu yi shi 	共處一室	c=0 d=0.1 t=3853
gong neng 	功能	c=3 d=1.00004 t=2787
gong shi 	公式	c=1 d=1 t=1107
gong si 	公司	c=2 d=1.10925 t=4278
gong xian 	貢獻	c=2 d=1.99501 t=1590
gong xiang 	共享	c=0 d=0.1 t=956
gong zuo 	工作	c=7 d=1.09141 t=4229
gong zuo liu cheng 	工作流程	c=1 d=1 t=4353
gong zuo ma 	工作嗎	c=1 d=1 t=2375
gou 	夠	c=0 d=0.1 t=3853
gou gong chu yi shi 	夠共處一室	c=1 d=1 t=3854
gou le 	夠了	c=1 d=1 t=2678
gu ding 	固定	c=1 d=1 t=4950
gu ji 	估計	c=3 d=1.00005 t=2988
gu ji shi 	估計是	c=1 d=1 t=662
gu li 	孤例	c=1 d=1 t=4430
gua 	掛	c=1 d=1 t=2833
guai 	怪	c=1 d=1 t=2347
guai bu de 	怪不得	c=4 d=2.1545 t=4126
guan ji 	關機	c=1 d=1.08781 t=4958
guan li 	管理	c=4 d=1.00028 t=4158
guan li ju 	管理局	c=1 d=1 t=1184
guan wang 	官網	c=1 d=1 t=2252
guan xi 	關係	c=1 d=1.00061 t=1926
guan xi le 	關係了	c=1 d=1 t=907
guan xin 	關心	c=1 d=1 t=4568
guan zhu 	關注	c=4 d=3.31668 t=320
guang su 	光速	c=0 d=0.1 t=154
guang su xie wan 	光速寫完	c=1 d=1 t=155
gui dao 	軌道	c=1 d=1 t=1595
gui fan 	規範	c=1 d=1 t=2589
guo 	過	c=2 d=0.100144 t=4231
guo bu liao 	過不了	c=1 d=1 t=3958
guo cheng 	過程	c=1 d=1 t=383
guo da 	國大	c=0 d=0.1 t=307
guo le 	過了	c=1 d=1 t=900
guo li 	國立	c=1 d=1 t=1197
guo li da xue 	國立大學	c=1 d=1 t=212
guo lv 	過濾	c=3 d=1.0002 t=2458
guo lv diao 	過濾掉	c=1 d=1 t=4402
guo ma 	過嗎	c=0 d=0.1 t=3886
guo nei 	國內	c=3 d=1 t=4094
guo wai 	國外	c=1 d=1 t=4096
guo xiong 	國雄	c=1 d=1 t=3257
guo yi bian 	過一遍	c=1 d=1 t=633
guo yi zhong 	過一種	c=1 d=1 t=4232
ha 	哈	c=1 d=1 t=4200
ha ha 	哈哈	c=0 d=0.1 t=1542
ha ha ha 	哈哈哈	c=0 d=0.1 t=1542
ha ha ha ha ha 	哈哈哈哈哈	c=1 d=1 t=1543
ha ren 	哈人	c=2 d=1.99005 t=4031
hai 	還	c=1 d=1 t=2346
hai bu 	還不	c=0 d=0.1 t=1643
hai bu cun zai shi ma 	還不存在是嗎	c=1 d=1 t=1644
hai dei 	還得	c=1 d=1 t=4690
hai gei wo 	還給我	c=1 d=1 t=4651
hai hao 	還好	c=0 d=0.1 t=535
hai hao hai hao 	還好還好	c=1 d=1 t=536
hai ke yi 	還可以	c=0 d=0.1 t=3810
hai ke yi zhe me xie 	還可以這麼寫	c=1 d=1 t=3811
hai mei 	還沒	c=3 d=0.833395 t=4860
hai mei hao 	還沒好	c=1 d=1 t=4861
hai mei kan dao 	還沒看到	c=1 d=1 t=4610
hai mei lai de ji 	還沒來得及	c=1 d=1 t=31
hai mei xiu hao 	還沒修好	c=1 d=1 t=4522
hai mei you 	還沒有	c=3 d=1.16682 t=2880
hai pa 	害怕	c=5 d=1.98511 t=5077
hai shi 	還是	c=14 d=2.34848 t=4924
hai shi shuo 	還是說	c=1 d=1 t=1525
hai shi yao 	還是要	c=1 d=1 t=800
hai shi you 	還是有	c=0 d=0.1 t=849
hai shi you fen 	還是有分	c=1 d=1 t=850
hai ting 	還挺	c=0 d=0.1 t=1603
hai ting you yi si de 	還挺有意思的	c=1 d=1 t=1604
hai yao 	還要	c=3 d=1.00049 t=3169
hai yao xie ge 	還要寫個	c=1 d=1 t=917
hai you 	還有	c=1 d=0.10026 t=4886
hai you mei you 	還有沒有	c=1 d=1 t=1640
hai you yi dian 	還有一點	c=1 d=1 t=3574
hai you yi ge 	還有一個	c=1 d=1 t=822
hai you zhe ge 	還有這個	c=1 d=1 t=4887
hai zai 	還在	c=2 d=0.100304 t=3841
hai zai shang ke 	還在上課	c=1 d=1 t=3842
hai zhen shi 	還真是	c=1 d=1 t=3834
han 	晗	c=1 d=1 t=4082
han liang 	含量	c=1 d=1 t=1673
han shu 	函數	c=5 d=1.54607 t=5124
hang 	行	c=1 d=1.08065 t=943
hao 	好	c=31 d=0.308091 t=4896
hao 	耗	c=1 d=1 t=2240
hao 	號	c=5 d=1.11752 t=2303
hao 	豪	c=0 d=0.1 t=4006
hao a 	好啊	c=3 d=2.0368 t=1561
hao ba 	好吧	c=4 d=1.07817 t=4584
hao chu 	好處	c=1 d=1 t=514
hao ci ji 	好刺激	c=1 d=1 t=3833
hao da 	好大	c=0 d=0.1 t=4990
hao da hao da 	好大好大	c=1 d=1 t=4991
hao de 	好的	c=8 d=0.168578 t=5035
hao de ba 	好的叭	c=1 d=1 t=5036
hao de hao de 	好的好的	c=7 d=1.01972 t=3219
hao dong xi 	好東西	c=1 d=1 t=2578
hao duo 	好多	c=0 d=0.100123 t=4167
hao duo ding li 	好多定理	c=1 d=1 t=2828
hao duo dong xi 	好多東西	c=1 d=1 t=574
hao duo hao duo 	好多好多	c=1 d=1 t=4168
hao duo xue ke 	好多學科	c=1 d=1 t=983
hao ei 	好誒	c=13 d=1.11612 t=4996
hao ei hao ei 	好誒好誒	c=4 d=1.0609 t=3173
hao fa 	好發	c=1 d=1 t=934
hao fan 	好煩	c=1 d=0.123284 t=873
hao hao 	好好	c=1 d=1 t=4004
hao ji ci 	好幾次	c=0 d=0.1 t=2403
hao ji lun 	好幾輪	c=1 d=1 t=2401
hao jian kang 	好健康	c=1 d=1 t=4897
hao lao shi 	好老師	c=1 d=1 t=2819
hao le 	好了	c=4 d=1.76952 t=3226
hao o 	好噢	c=1 d=1 t=4566
hao qi 	好奇	c=1 d=1 t=777
hao qi guai 	好奇怪	c=2 d=1.08543 t=4798
hao shi jian 	耗時間	c=1 d=1 t=2193
hao shuai 	好帥	c=1 d=1 t=4072
hao wan 	好玩	c=0 d=0.1 t=780
hao wei xian a 	好危險啊	c=1 d=1 t=4209
hao xiang 	好像	c=2 d=1 t=4806
hao xiang ke yi de 	好像可以的	c=1 d=1 t=1394
hao xiang shi 	好像是	c=1 d=1 t=2422
hao xiao xi 	好消息	c=1 d=1 t=4985
hao ye 	好耶	c=2 d=1.00042 t=1711
hao yi dian 	好一點	c=0 d=0.1 t=2086
hao yi dian a 	好一點啊	c=1 d=1 t=2087
hao zai 	好在	c=1 d=1 t=5102
he 	和	c=30 d=2.10228 t=4881
he 	喝	c=1 d=0.364477 t=2824
he de 	喝的	c=1 d=1 t=4860
he ka fei 	喝咖啡	c=1 d=1 t=4215
he le 	喝了	c=0 d=0.1 t=4200
he li 	合理	c=1 d=1 t=2657
he qi lai 	喝起來	c=0 d=0.1 t=4262
he qi lai jiu xiang 	喝起來就像	c=1 d=1 t=4263
he ta 	和她	c=1 d=1 t=3853
he tong 	合同	c=1 d=1 t=1261
he xin 	核心	c=1 d=1 t=2152
hei 	黑	c=0 d=0.1 t=4259
hei ka fei 	黑咖啡	c=1 d=1 t=4260
hei song 	黑松	c=0 d=0.1 t=712
hei song lu 	黑松露	c=1 d=1 t=713
hen 	很	c=1 d=1.00863 t=4595
hen duo dong xi 	很多東西	c=0 d=0.1 t=1068
hen fang bian 	很方便	c=1 d=1 t=4885
hen gao 	很高	c=2 d=1 t=4732
hen jiu 	很久	c=1 d=1 t=5007
hen nan 	很難	c=3 d=1 t=4407
hen shao de 	很少的	c=1 d=1 t=4252
hen xing 	很行	c=1 d=1 t=1404
hen you 	很有	c=0 d=0.130119 t=4253
hen you hao de 	很有好的	c=1 d=1 t=4254
hen you ti sheng 	很有提升	c=1 d=1 t=4014
hen yuan de 	很遠的	c=1 d=1 t=2822
hong 	宏	c=1 d=1 t=5002
hou 	侯	c=1 d=1 t=3796
hou 	後	c=3 d=1.97531 t=4941
hou lai 	後來	c=2 d=1.00013 t=2138
hou mian 	後面	c=0 d=0.1 t=647
hou mian zai jia 	後面再加	c=1 d=1 t=648
hou qi 	後期	c=1 d=1 t=3790
hou xu 	後續	c=1 d=1 t=3084
hu lu 	呼嚕	c=0 d=0.1 t=1500
hu lu hu lu 	呼嚕呼嚕	c=1 d=1 t=1501
hua 	話	c=3 d=1.04138 t=2844
hua shuo 	話說	c=2 d=1.00298 t=2523
hua wei 	華爲	c=1 d=1 t=3299
huai 	壞	c=1 d=1 t=2874
huai diao 	壞掉	c=0 d=0.1 t=4431
huan cheng 	換成	c=1 d=1 t=4533
huan hu 	歡呼	c=1 d=1 t=4922
huan jing 	環境	c=3 d=1.72255 t=4421
huan le 	換了	c=1 d=1 t=1915
huang 	荒	c=1 d=1 t=2716
huang 	黃	c=2 d=1.00019 t=3057
huang nao hao 	黃鐃浩	c=3 d=1.25162 t=3715
hui 	會	c=20 d=2.87819 t=4884
hui bu hui 	會不會	c=1 d=1 t=4662
hui bu hui shi 	會不會是	c=1 d=1 t=3124
hui da 	回答	c=1 d=1 t=3092
hui de 	會的	c=1 d=1 t=4594
hui fu 	恢復	c=1 d=1 t=2352
hui lai 	回來	c=2 d=1.01419 t=3653
hui le 	回了	c=0 d=0.1 t=3199
hui le 	會了	c=1 d=1 t=4642
hui qu 	回去	c=2 d=1 t=3865
hui shang 	會上	c=0 d=0.1 t=222
hui su 	回溯	c=1 d=1 t=679
hui tou 	回頭	c=0 d=0.1 t=1625
hui xiao xi 	會消息	c=1 d=1 t=354
hui yi 	會議	c=4 d=1.00001 t=3722
hui you 	會有	c=2 d=1.08091 t=3561
hui zeng 	回贈	c=0 d=0.1 t=2130
hui zeng jia 	回贈加	c=1 d=1 t=2131
hui zhe yang de 	會這樣的	c=1 d=1 t=1742
hui zhong 	會中	c=0 d=0.1 t=1362
hui zhong duan a 	會中段啊	c=1 d=1 t=1363
hun luan 	混亂	c=0 d=0.1 t=1563
huo 	活	c=1 d=1 t=3036
huo dong 	活動	c=1 d=1.08353 t=316
huo po 	活潑	c=1 d=1 t=265
huo xu 	或許	c=3 d=1.00001 t=3745
huo zhe 	或者	c=9 d=1.70973 t=4914
ji 	寄	c=2 d=1.00005 t=4889
ji 	急	c=0 d=0.1 t=3933
ji 	集	c=1 d=0.108344 t=3938
ji ben 	基本	c=1 d=1 t=1229
ji ben shang 	基本上	c=1 d=0.208067 t=4605
ji ben shang dou shi 	基本上都是	c=1 d=1 t=4606
ji chu 	基礎	c=1 d=1.00033 t=2503
ji chu mo xing 	基礎模型	c=2 d=1.00001 t=3774
ji de 	急得	c=0 d=0.1 t=55
ji de 	記得	c=3 d=1.04647 t=3682
ji ge 	幾個	c=7 d=2.2988 t=3127
ji ge dian 	幾個點	c=1 d=1 t=793
ji ge xiao shi 	幾個小時	c=0 d=0.1 t=2599
ji hao 	記號	c=1 d=1 t=1171
ji hua 	計劃	c=1 d=0.100017 t=3432
ji hua ma 	計劃嗎	c=1 d=1 t=3433
ji ji 	急急	c=0 d=0.1 t=3996
ji ji 	積極	c=2 d=1.89867 t=329
ji ji ji ji ji ji 	急急急急急急	c=1 d=1 t=3997
ji liang 	劑量	c=0 d=0.1 t=4204
ji lu 	記錄	c=1 d=1 t=1190
ji lun 	幾輪	c=0 d=0.1 t=2400
ji ma 	急嗎	c=1 d=1 t=42
ji qi 	機器	c=3 d=0.109208 t=4517
ji qi shang 	機器上	c=2 d=1.26982 t=4780
ji qiao 	技巧	c=0 d=0.1 t=5118
ji qiao le 	技巧了	c=1 d=1 t=5119
ji shu 	技術	c=1 d=1 t=4814
ji shu lu xian 	技術路線	c=1 d=1 t=522
ji suan 	計算	c=1 d=1 t=4759
ji xian 	極限	c=1 d=1 t=2636
ji xu 	繼續	c=3 d=0.100305 t=4796
ji xu tan suo de 	繼續探索的	c=1 d=1 t=649
ji xu xun 	繼續訓	c=1 d=1 t=4797
ji yi ji 	擠一擠	c=1 d=1 t=1420
ji zao 	及早	c=1 d=1 t=305
ji zhi 	機制	c=1 d=1 t=2470
jia 	加	c=4 d=1.00089 t=4903
jia chi 	加持	c=1 d=1 t=5053
jia de 	假的	c=1 d=1 t=967
jia de bu xi 	加德布西	c=1 d=1 t=3860
jia ge 	加個	c=1 d=1 t=4706
jia le 	加了	c=2 d=1.98523 t=3798
jia le yi xia 	加了一下	c=1 d=1 t=2448
jia li 	家裏	c=1 d=1 t=3852
jia qi lai 	加起來	c=1 d=1 t=2918
jia qiang 	加強	c=1 d=1 t=306
jia ru 	加入	c=2 d=1.00243 t=2529
jia shang 	加上	c=1 d=1 t=755
jia yi 	加一	c=0 d=0.1 t=603
jia yi ge 	加一個	c=1 d=1 t=4442
jia yi xia 	加一下	c=1 d=1 t=604
jia yi xie 	加一些	c=1 d=1 t=3563
jia zai 	加載	c=0 d=0.1 t=3839
jia zai zhong 	加載中	c=1 d=1 t=3840
jian 	建	c=1 d=1 t=3581
jian 	減	c=1 d=1 t=4904
jian 	鍵	c=1 d=1 t=2666
jian ce 	檢測	c=0 d=0.1 t=4444
jian ce dao 	檢測到	c=1 d=1 t=4445
jian cha 	檢查	c=1 d=1.01911 t=4998
jian cha chu lai 	檢查出來	c=1 d=1 t=1164
jian cha yi xia 	檢查一下	c=1 d=1 t=4668
jian dao 	見到	c=0 d=0.1 t=4067
jian dao ta 	見到他	c=1 d=1 t=4068
jian ding wei 	鑑定爲	c=2 d=1.98511 t=1426
jian du 	監督	c=1 d=1 t=526
jian kang 	健康	c=1 d=0.101827 t=4896
jian qing 	減輕	c=1 d=1 t=2837
jian shao 	減少	c=1 d=1 t=3450
jian shen 	健身	c=0 d=0.1 t=5008
jian shen le 	健身了	c=1 d=1 t=5009
jian wen 	見聞	c=1 d=1 t=289
jian yan 	檢驗	c=9 d=1.00166 t=4791
jian yan de 	檢驗的	c=1 d=1 t=2621
jian yan su du 	檢驗速度	c=1 d=1 t=3338
jian yi 	建議	c=3 d=1.05029 t=4808
jian zhi shi 	簡直是	c=1 d=1 t=718
jiang 	將	c=1 d=1 t=330
jiang 	講	c=2 d=1.00644 t=2495
jiang ge 	講個	c=1 d=1 t=1468
jiang guo 	講過	c=1 d=1 t=1522
jiang li 	獎勵	c=2 d=1.5599 t=4708
jiang shen me 	講什麼	c=1 d=1 t=2496
jiang yi 	講義	c=1 d=1 t=2489
jiao 	交	c=1 d=1.00669 t=1365
jiao 	叫	c=2 d=0.509413 t=4267
jiao 	覺	c=1 d=1 t=3655
jiao ben 	腳本	c=15 d=1.1133 t=5019
jiao ben a 	腳本啊	c=1 d=1 t=2275
jiao ben le 	腳本了	c=1 d=1 t=1728
jiao gei 	交給	c=2 d=1.40258 t=2176
jiao le 	教了	c=1 d=1 t=3701
jiao shao 	較少	c=1 d=1 t=254
jiao shi li 	教室裏	c=1 d=1 t=1040
jiao wan 	交完	c=1 d=1 t=827
jie 	解	c=3 d=2.90737 t=175
jie da 	解答	c=1 d=1 t=109
jie dian 	節點	c=6 d=1.98531 t=4724
jie dong 	傑東	c=2 d=1.9802 t=4380
jie duan 	階段	c=2 d=1.67368 t=1976
jie guo 	結果	c=8 d=1.21327 t=5046
jie jue 	解決	c=6 d=1 t=4989
jie kou 	接口	c=1 d=1 t=2588
jie lun shi 	結論是	c=1 d=1 t=3042
jie qu 	截取	c=3 d=1.96453 t=4774
jie shou 	接受	c=1 d=1 t=405
jie shu 	結束	c=2 d=1.0921 t=3890
jie shu le 	結束了	c=0 d=0.1 t=3706
jie wei 	結尾	c=1 d=1 t=3194
jie zai 	接在	c=0 d=0.1 t=2508
jie zhi 	截至	c=1 d=1 t=841
jie zou 	節奏	c=1 d=1 t=4105
jin cheng 	進程	c=1 d=1 t=4490
jin du 	進度	c=1 d=1 t=550
jin du tiao 	進度條	c=1 d=1 t=756
jin lai 	進來	c=2 d=1.00027 t=4672
jin liang 	儘量	c=1 d=1 t=4741
jin qu 	進去	c=2 d=1.00002 t=4497
jin tian 	今天	c=3 d=1.94745 t=3678
jin tian ken ding yao 	今天肯定要	c=1 d=1 t=855
jin tian you yao 	今天又要	c=1 d=1 t=844
jin wan 	今晚	c=3 d=1.00047 t=4057
jin xing 	進行	c=1 d=1 t=2371
jin xing zhong 	進行中	c=1 d=1 t=1823
jin zhang 	緊張	c=1 d=1 t=5076
jin zhi 	禁止	c=1 d=1 t=958
jing li 	經歷	c=1 d=1 t=4810
jing sai 	競賽	c=1 d=1 t=2996
jing shen bing ren 	精神病人	c=1 d=1 t=2613
jing sui 	精髓	c=1 d=1 t=1707
jing xi 	精細	c=1 d=1 t=2610
jing yan 	經驗	c=1 d=1 t=4748
jing zhi 	精緻	c=0 d=0.1 t=4272
jiu 	就	c=20 d=3.22478 t=4574
jiu bi 	就比	c=1 d=1 t=3308
jiu bi bu liao ye 	就畢不了業	c=1 d=1 t=852
jiu bu shi 	就不是	c=0 d=0.1 t=2001
jiu bu shi hen 	就不是很	c=1 d=1 t=2002
jiu bu yong 	就不用	c=2 d=1.00051 t=2126
jiu du 	就讀	c=1 d=1 t=1194
jiu hao 	就好	c=2 d=1.00001 t=4912
jiu hao le 	就好了	c=1 d=1 t=4498
jiu hui 	就會	c=2 d=0.101205 t=3302
jiu hui chu xian 	就會出現	c=1 d=1 t=3978
jiu hui lai 	就回來	c=0 d=0.1 t=3665
jiu hui lai le 	就回來了	c=1 d=1 t=3666
jiu kai shi 	就開始	c=1 d=1 t=3758
jiu ke yi 	就可以	c=1 d=1 t=3205
jiu kun 	九坤	c=3 d=1.01168 t=4151
jiu lai kan 	就來看	c=1 d=1 t=829
jiu mei wen ti le 	就沒問題了	c=1 d=1 t=1182
jiu qu 	就去	c=1 d=1 t=3665
jiu shi 	就是	c=14 d=0.742124 t=5024
jiu shi wei le 	就是爲了	c=1 d=1 t=4500
jiu shi zai zhe li 	就是在這裏	c=1 d=1 t=2951
jiu shi zhe yang 	就是這樣	c=1 d=1.00031 t=1936
jiu shi zhe yang de 	就是這樣的	c=1 d=1 t=780
jiu xiang 	就像	c=0 d=0.1 t=4262
jiu xing 	就行	c=4 d=1.17285 t=3189
jiu xing le 	就行了	c=3 d=1.00038 t=2734
jiu yao 	就要	c=1 d=1 t=3991
jiu zhe yang 	就這樣	c=1 d=1 t=2783
jiu zhi 	就職	c=1 d=1 t=1258
ju 	據	c=1 d=1 t=4696
ju da 	巨大	c=1 d=1 t=3770
ju ju ju 	巨巨巨	c=1 d=1 t=4045
ju li 	距離	c=1 d=0.542639 t=2108
ju liang 	巨量	c=1 d=1 t=2619
ju man 	巨慢	c=1 d=1 t=2706
ju ti 	具體	c=1 d=1 t=2493
ju ti ren 	具體人	c=1 d=1 t=232
ju ti shi 	具體事	c=1 d=1 t=233
ju you 	具有	c=0 d=0.1 t=376
ju zai 	聚在	c=1 d=1 t=1039
jue de 	覺得	c=1 d=1 t=2774
jue ding 	決定	c=0 d=0.1 t=545
jue ding yi ge ren 	決定一個人	c=1 d=1 t=546
jue dui 	絕對	c=1 d=1 t=5095
ka 	卡	c=2 d=1.04528 t=2535
ka dian 	卡點	c=1 d=1 t=2310
ka fei 	咖啡	c=6 d=5.37465 t=4270
ka fei dian 	咖啡店	c=1 d=1 t=3968
ka fei ting 	咖啡廳	c=1 d=1 t=733
ka fei yin 	咖啡因	c=2 d=1.86502 t=4251
kai 	開	c=1 d=1.09707 t=5062
kai fa 	開發	c=0 d=0.1 t=1236
kai fang kong jian 	開放空間	c=1 d=1 t=1390
kai ge 	開個	c=0 d=0.1 t=1571
kai ge zhang hu ba 	開個賬戶把	c=1 d=1 t=1572
kai qi 	開啓	c=1 d=1 t=1345
kai shi 	開始	c=7 d=1.00064 t=5027
kai xiang bin 	開香檳	c=1 d=1 t=5057
kai yi lun 	開一輪	c=1 d=1 t=3373
kai yin pa 	開銀趴	c=1 d=1 t=1043
kan 	看	c=6 d=2.8647 t=5060
kan bu dong 	看不懂	c=1 d=1 t=1063
kan chu 	看出	c=0 d=0.1 t=3116
kan cuo 	看錯	c=2 d=1 t=4548
kan dai ma 	看代碼	c=1 d=1 t=1052
kan dao 	看到	c=0 d=0.1 t=4609
kan dao le 	看到了	c=0 d=0.1 t=4861
kan kan 	看看	c=6 d=1.0086 t=4849
kan kan ne 	看看呢	c=1 d=1 t=124
kan kan zhe ge 	看看這個	c=1 d=1 t=4331
kan lai 	看來	c=1 d=0.100069 t=4361
kan lai zhe yi bu 	看來這一步	c=1 d=1 t=4362
kan le 	看了	c=0 d=0.1 t=2898
kan qi lai 	看起來	c=8 d=2.04043 t=4961
kan qi lai shi 	看起來是	c=1 d=1 t=2671
kan qi lai yao suan hao duo 	看起來要算好多	c=1 d=1 t=135
